id,Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Pressure_Diff,Defect_Status,Defect_Type
4336143,2,143,0.16,0.168,0.208,2.722,264.0,0.012,17,363,33.9,0.04,594.0,10.1,2.0,2.7,655.0,6.0,26.5,2.7,34.2,52.7,330.0,0,Normal
4337144,2,144,0.144,0.162,0.195,2.724,264.0,0.011,17,364,34.0,0.042,595.0,10.1,2.0,2.7,655.0,6.0,26.5,2.7,34.2,52.7,331.0,0,Normal
4338145,2,145,0.154,0.17,0.198,2.705,264.0,0.012,16,361,34.0,0.041,594.0,10.1,2.0,2.7,655.5,6.0,26.5,2.7,34.1,52.9,330.0,0,Normal
4339146,2,146,0.148,0.172,0.202,2.732,264.0,0.012,16,352,34.0,0.039,595.0,10.1,2.0,2.7,655.5,6.1,26.4,2.7,34.1,53.0,331.0,0,Normal
4340147,2,147,0.143,0.174,0.203,2.707,264.0,0.011,15,350,34.0,0.04,594.0,10.1,2.0,2.7,655.5,6.1,26.4,2.7,34.1,53.0,330.0,0,Normal
4341148,2,148,0.143,0.174,0.203,2.715,264.0,0.012,15,363,34.0,0.04,594.0,10.1,2.0,2.7,655.5,6.1,26.4,2.72,34.0,53.1,330.0,1,Other
4342149,2,149,0.156,0.164,0.203,2.708,265.0,0.012,16,361,33.9,0.04,595.0,10.1,2.0,2.7,655.5,6.1,26.4,2.72,34.0,53.1,330.0,0,Normal
4343150,2,150,0.156,0.166,0.208,2.703,264.0,0.011,16,361,34.0,0.04,595.0,10.1,2.0,2.7,655.8,6.1,26.4,2.68,34.0,53.3,331.0,0,Normal
4344151,2,151,0.156,0.172,0.2,2.687,264.0,0.012,17,352,34.0,0.039,595.0,10.1,2.0,2.7,655.8,6.1,26.4,2.68,34.0,53.3,331.0,0,Normal
4345152,2,152,0.158,0.164,0.21499999999999997,2.713,264.0,0.011,16,352,34.0,0.039,595.0,10.1,2.0,2.7,656.4,6.2,26.5,2.7,33.9,53.4,331.0,0,Normal
4346153,2,153,0.152,0.166,0.194,2.687,265.0,0.012,16,354,34.1,0.04,595.0,10.1,2.0,2.7,656.5,6.3,26.4,2.7,33.9,53.5,330.0,0,Normal
4347154,2,154,0.158,0.171,0.208,2.711,264.0,0.012,16,370,34.0,0.04,595.0,10.1,2.0,2.7,656.5,6.3,26.4,2.7,33.9,53.5,331.0,0,Normal
