Product_Type,Shot,Velocity_1,Velocity_2,Velocity_3,High_Velocity,Cylinder_Pressure,Rapid_Rise_Time,Biscuit_Thickness,Clamping_Force,Cycle_Time,Pressure_Rise_Time,Casting_Pressure,Spray_Time,Spray_1_Time,Spray_2_Time,Melting_Furnace_Temp,Air_Pressure,Coolant_Temp,Coolant_Pressure,Factory_Temp,Factory_Humidity,Pressure_Difference,Pressure_Difference_Ratio,Velocity_2-1,Velocity_3-2,Velocity_High-3,Velocity_Max-Min,Defect_Status,Defect_Type
2,444,0.16,0.166,0.197,2.533,265.0,0.012,15,379,36.0,0.042,597.0,12.1,2.0,2.0,648.5,5.7,26.7,2.74,32.4,62.5,332,2.252830188679245,0.006,0.031,2.336,2.373,0,Normal
2,445,0.152,0.168,0.2,2.519,265.0,0.012,16,377,35.9,0.042,597.0,12.1,2.0,2.0,648.5,5.7,26.7,2.74,32.4,62.5,332,2.252830188679245,0.016,0.032,2.319,2.367,0,Normal
2,446,0.15,0.172,0.202,2.535,265.0,0.012,16,379,35.9,0.041,596.0,12.1,2.0,2.0,648.6,5.7,26.7,2.75,32.4,62.4,331,2.249056603773585,0.0219999999999999,0.03,2.333,2.385,1,Short_Shot
2,447,0.158,0.174,0.204,2.545,265.0,0.011,15,377,35.9,0.041,597.0,12.1,2.0,2.0,648.9,5.6,26.7,2.74,32.3,62.4,332,2.252830188679245,0.0159999999999999,0.03,2.341,2.387,0,Normal
2,448,0.154,0.176,0.19100000000000006,2.533,265.0,0.012,16,377,36.0,0.042,596.0,12.1,2.0,2.0,648.9,5.6,26.7,2.74,32.3,62.4,331,2.249056603773585,0.0219999999999999,0.014,2.343,2.379,1,Stain
2,449,0.148,0.172,0.198,2.531,265.0,0.011,16,377,35.9,0.041,596.0,12.1,2.0,2.0,649.1,5.6,26.8,2.74,32.3,62.4,331,2.249056603773585,0.0239999999999999,0.026,2.333,2.383,0,Normal
2,450,0.152,0.17,0.196,2.534,265.0,0.011,16,377,35.9,0.035,596.0,12.1,2.0,2.0,649.1,5.6,26.8,2.74,32.3,62.4,331,2.249056603773585,0.018,0.0259999999999999,2.338,2.382,1,Stain
2,451,0.162,0.172,0.198,2.534,265.0,0.01,16,377,36.0,0.035,597.0,12.1,2.0,2.0,649.4,5.5,26.7,2.73,32.3,62.4,332,2.252830188679245,0.0099999999999999,0.026,2.336,2.372,1,Stain
2,452,0.154,0.164,0.194,2.533,265.0,0.012,16,377,35.9,0.034,596.0,12.1,2.0,2.0,649.6,5.5,26.7,2.73,32.4,62.3,331,2.249056603773585,0.01,0.03,2.339,2.379,1,Short_Shot
2,453,0.152,0.168,0.205,2.52,265.0,0.011,16,379,35.9,0.041,596.0,12.1,2.0,2.0,649.6,5.5,26.7,2.73,32.4,62.3,331,2.249056603773585,0.016,0.0369999999999999,2.315,2.368,1,Stain
2,454,0.156,0.176,0.2,2.525,265.0,0.012,16,377,35.9,0.042,596.0,12.1,2.0,2.0,649.8,5.5,26.8,2.72,32.5,62.2,331,2.249056603773585,0.0199999999999999,0.024,2.325,2.369,1,Stain
2,455,0.156,0.162,0.198,2.528,265.0,0.012,16,377,35.9,0.042,596.0,12.1,2.0,2.0,649.8,5.5,26.8,2.72,32.5,62.2,331,2.249056603773585,0.006,0.036,2.33,2.372,1,Short_Shot
2,456,0.147,0.174,0.206,2.515,266.0,0.011,15,377,35.7,0.042,597.0,12.1,2.0,2.0,650.2,5.5,26.8,2.74,32.4,62.2,331,2.244360902255639,0.0269999999999999,0.032,2.309,2.3680000000000003,1,Short_Shot
2,457,0.152,0.173,0.202,2.529,263.0,0.012,19,372,125.9,0.037,593.5,12.1,2.0,2.0,650.6,5.6,26.8,2.71,32.4,62.2,329,2.250950570342205,0.0209999999999999,0.029,2.327,2.377,0,Normal
2,458,0.158,0.168,0.203,2.538,265.0,0.012,19,370,36.0,0.035,595.0,12.1,2.0,2.0,651.0,5.6,26.8,2.71,32.4,62.2,330,2.2452830188679247,0.01,0.035,2.335,2.38,0,Normal
2,459,0.156,0.173,0.197,2.506,265.0,0.012,19,368,35.8,0.037,595.0,12.1,2.0,2.0,651.0,5.6,26.8,2.71,32.4,62.2,330,2.2452830188679247,0.0169999999999999,0.024,2.309,2.35,1,Short_Shot
2,460,0.15,0.176,0.198,2.528,265.0,0.012,19,370,35.9,0.034,596.0,12.1,2.0,2.0,651.1,5.5,26.8,2.73,32.4,62.3,331,2.249056603773585,0.0259999999999999,0.022,2.33,2.378,1,Stain
2,461,0.16,0.171,0.194,2.517,265.0,0.011,20,370,35.9,0.035,596.0,12.1,2.0,2.0,651.4,5.6,26.8,2.73,32.4,62.3,331,2.249056603773585,0.011,0.0229999999999999,2.323,2.357,1,Short_Shot
2,462,0.154,0.164,0.198,2.519,265.0,0.013,19,370,35.8,0.034,596.0,12.1,2.0,2.0,651.4,5.6,26.8,2.73,32.4,62.3,331,2.249056603773585,0.01,0.034,2.321,2.365,0,Normal
2,463,0.154,0.164,0.198,2.519,265.0,0.013,19,370,35.8,0.034,596.0,12.1,2.0,2.0,651.4,5.6,26.8,2.74,32.4,62.1,331,2.249056603773585,0.01,0.034,2.321,2.365,1,Blow_Hole
2,464,0.155,0.174,0.202,2.49,265.0,0.011,19,372,35.8,0.035,596.0,12.1,2.0,2.0,651.4,5.6,26.8,2.74,32.4,62.1,331,2.249056603773585,0.0189999999999999,0.028,2.2880000000000003,2.3350000000000004,1,Short_Shot
2,465,0.155,0.174,0.202,2.49,265.0,0.011,19,372,35.8,0.035,596.0,12.1,2.0,2.0,651.1,5.6,26.8,2.74,32.4,62.0,331,2.249056603773585,0.0189999999999999,0.028,2.2880000000000003,2.3350000000000004,1,Short_Shot
2,466,0.154,0.164,0.19100000000000006,2.525,265.0,0.012,19,372,35.9,0.035,596.0,12.1,2.0,2.0,651.1,5.6,26.8,2.74,32.4,62.0,331,2.249056603773585,0.01,0.0259999999999999,2.335,2.371,0,Normal
2,467,0.158,0.174,0.202,2.487,265.0,0.009,20,373,35.8,0.035,596.0,12.1,2.0,2.0,650.5,5.7,26.8,2.71,32.4,62.0,331,2.249056603773585,0.0159999999999999,0.028,2.285,2.329,0,Normal
2,468,0.155,0.176,0.2,2.508,265.0,0.011,19,372,35.9,0.042,596.0,12.1,2.0,2.0,650.1,5.7,26.8,2.74,32.3,62.0,331,2.249056603773585,0.0209999999999999,0.024,2.308,2.353,0,Normal
2,469,0.146,0.178,0.2,2.515,265.0,0.012,19,372,36.0,0.034,596.0,12.1,2.0,2.0,650.1,5.7,26.8,2.74,32.3,62.0,331,2.249056603773585,0.032,0.022,2.315,2.369,0,Normal
2,470,0.156,0.168,0.198,2.509,265.0,0.012,18,372,36.0,0.042,597.0,12.1,2.0,2.0,649.7,5.8,26.8,2.73,32.3,61.9,332,2.252830188679245,0.012,0.03,2.311,2.353,0,Normal
2,471,0.156,0.168,0.198,2.509,265.0,0.012,19,372,36.1,0.036,596.0,12.1,2.0,2.0,649.7,5.8,26.8,2.73,32.3,61.9,331,2.249056603773585,0.012,0.03,2.311,2.353,0,Normal
2,472,0.156,0.17,0.204,2.519,265.0,0.012,19,373,36.0,0.036,596.0,12.1,2.0,2.0,649.1,5.8,26.8,2.74,32.3,62.0,331,2.249056603773585,0.014,0.0339999999999999,2.315,2.363,0,Normal
2,473,0.148,0.17,0.2,2.496,265.0,0.01,20,373,36.0,0.036,596.0,12.1,2.0,2.0,648.7,5.9,26.8,2.74,32.3,62.1,331,2.249056603773585,0.022,0.03,2.296,2.348,0,Normal
2,474,0.152,0.164,0.2,2.498,265.0,0.012,20,375,36.0,0.034,596.0,12.1,2.0,2.0,648.7,5.9,26.8,2.74,32.3,62.1,331,2.249056603773585,0.012,0.036,2.298,2.346,1,Stain
2,475,0.152,0.174,0.192,2.512,265.0,0.011,19,373,36.0,0.034,596.0,12.1,2.0,2.0,648.5,5.9,26.8,2.73,32.3,62.2,331,2.249056603773585,0.0219999999999999,0.018,2.32,2.36,1,Stain
2,476,0.158,0.164,0.2,2.505,265.0,0.012,19,373,36.0,0.033,596.0,12.1,2.0,2.0,648.5,5.9,26.8,2.72,32.4,62.1,331,2.249056603773585,0.006,0.036,2.305,2.347,0,Normal
2,477,0.149,0.174,0.194,2.527,265.0,0.011,18,375,36.0,0.034,596.0,12.1,2.0,2.0,648.5,5.9,26.8,2.72,32.4,62.1,331,2.249056603773585,0.0249999999999999,0.02,2.333,2.378,1,Short_Shot
2,478,0.152,0.164,0.192,2.502,265.0,0.012,19,375,36.0,0.036,596.0,12.1,2.0,2.0,648.2,5.9,26.8,2.73,32.5,61.9,331,2.249056603773585,0.012,0.0279999999999999,2.31,2.35,1,Short_Shot
2,479,0.158,0.166,0.196,2.541,265.0,0.012,17,375,36.0,0.042,596.0,12.1,2.0,2.0,648.2,5.9,26.8,2.73,32.5,61.9,331,2.249056603773585,0.008,0.03,2.345,2.383,1,Blow_Hole
2,480,0.154,0.168,0.208,2.523,265.0,0.012,18,375,36.0,0.033,596.0,12.1,2.0,2.0,647.7,5.9,26.8,2.74,32.5,61.6,331,2.249056603773585,0.014,0.0399999999999999,2.315,2.369,1,Blow_Hole
2,481,0.154,0.172,0.2,2.508,265.0,0.012,18,375,36.0,0.033,597.0,12.1,2.0,2.0,647.4,5.9,26.8,2.72,32.4,61.6,332,2.252830188679245,0.0179999999999999,0.028,2.308,2.354,0,Normal
2,482,0.156,0.168,0.206,2.513,265.0,0.012,18,375,36.0,0.036,596.0,12.1,2.0,2.0,647.4,5.9,26.8,2.72,32.4,61.6,331,2.249056603773585,0.012,0.0379999999999999,2.307,2.357,1,Stain
2,483,0.156,0.172,0.206,2.526,265.0,0.012,17,375,36.0,0.034,595.0,12.1,2.0,2.0,647.0,5.9,26.8,2.72,32.4,61.8,330,2.2452830188679247,0.0159999999999999,0.034,2.32,2.37,1,Blow_Hole
2,484,0.16,0.164,0.2,2.524,265.0,0.012,17,375,36.0,0.042,596.0,12.1,2.0,2.0,647.0,5.9,26.8,2.72,32.4,61.8,331,2.249056603773585,0.004,0.036,2.324,2.364,0,Normal
2,485,0.158,0.174,0.2,2.541,265.0,0.011,16,375,36.1,0.042,595.0,12.1,2.0,2.0,646.5,6.0,26.8,2.72,32.4,61.8,330,2.2452830188679247,0.0159999999999999,0.026,2.341,2.383,0,Normal
2,486,0.146,0.176,0.2,2.528,265.0,0.012,16,375,36.0,0.033,596.0,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.4,61.6,331,2.249056603773585,0.03,0.024,2.328,2.382,0,Normal
2,487,0.146,0.166,0.204,2.522,265.0,0.012,16,375,36.1,0.033,595.0,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.4,61.6,330,2.2452830188679247,0.02,0.0379999999999999,2.318,2.376,0,Normal
2,488,0.154,0.168,0.202,2.525,264.0,0.012,17,373,36.0,0.035,595.0,12.1,2.0,2.0,646.2,6.1,26.8,2.74,32.3,61.7,331,2.253787878787879,0.014,0.034,2.323,2.371,1,Stain
2,489,0.15,0.173,0.195,2.523,265.0,0.012,18,377,36.0,0.036,595.0,12.1,2.0,2.0,646.2,6.1,26.8,2.74,32.3,61.7,330,2.2452830188679247,0.0229999999999999,0.022,2.3280000000000003,2.373,1,Short_Shot
2,490,0.148,0.168,0.198,2.524,265.0,0.012,18,373,36.0,0.034,596.0,12.1,2.0,2.0,646.0,6.0,26.8,2.74,32.3,61.9,331,2.249056603773585,0.02,0.03,2.326,2.376,0,Normal
2,491,0.154,0.172,0.202,2.522,265.0,0.013,19,375,36.0,0.035,596.0,12.1,2.0,2.0,646.5,6.0,26.8,2.74,32.3,61.9,331,2.249056603773585,0.0179999999999999,0.03,2.32,2.368,0,Normal
2,492,0.16,0.164,0.202,2.516,265.0,0.012,19,375,36.0,0.036,595.0,12.1,2.0,2.0,646.5,6.0,26.8,2.74,32.3,61.9,330,2.2452830188679247,0.004,0.038,2.314,2.356,0,Normal
2,493,0.158,0.162,0.202,2.515,265.0,0.012,18,373,36.0,0.034,595.0,12.1,2.0,2.0,646.6,6.0,26.8,2.74,32.3,62.0,330,2.2452830188679247,0.004,0.04,2.313,2.357,1,Stain
2,494,0.158,0.173,0.203,2.499,265.0,0.011,19,375,35.9,0.034,596.0,12.1,2.0,2.0,646.6,6.0,26.8,2.74,32.3,62.0,331,2.249056603773585,0.0149999999999999,0.03,2.2960000000000003,2.341,1,Stain
2,495,0.158,0.164,0.204,2.505,265.0,0.012,19,375,36.0,0.035,595.0,12.1,2.0,2.0,647.5,6.0,26.8,2.73,32.3,62.0,330,2.2452830188679247,0.006,0.0399999999999999,2.301,2.347,1,Stain
2,496,0.158,0.172,0.198,2.51,265.0,0.013,19,375,36.0,0.035,596.0,12.1,2.0,2.0,647.5,6.0,26.8,2.76,32.3,62.1,331,2.249056603773585,0.0139999999999999,0.026,2.312,2.352,1,Stain
2,497,0.156,0.172,0.202,2.524,265.0,0.012,18,375,36.1,0.035,596.0,12.1,2.0,2.0,647.5,6.0,26.8,2.76,32.3,62.1,331,2.249056603773585,0.0159999999999999,0.03,2.322,2.368,1,Stain
2,498,0.154,0.172,0.198,2.517,265.0,0.012,18,375,36.0,0.034,595.0,12.1,2.0,2.0,648.0,6.0,26.8,2.73,32.2,62.0,330,2.2452830188679247,0.0179999999999999,0.026,2.319,2.363,1,Short_Shot
2,499,0.156,0.168,0.21,2.516,265.0,0.012,19,375,36.0,0.036,595.0,12.1,2.0,2.0,648.0,6.0,26.8,2.73,32.2,62.0,330,2.2452830188679247,0.012,0.0419999999999999,2.306,2.36,0,Normal
2,500,0.162,0.162,0.204,2.499,265.0,0.012,19,375,36.0,0.036,596.0,12.1,2.0,2.0,648.0,6.0,26.8,2.72,32.2,61.9,331,2.249056603773585,0.0,0.0419999999999999,2.295,2.337,0,Normal
2,501,0.16,0.17,0.204,2.495,265.0,0.011,20,375,36.0,0.035,595.0,12.1,2.0,2.0,647.7,6.0,26.8,2.73,32.1,61.9,330,2.2452830188679247,0.01,0.0339999999999999,2.291,2.335,1,Short_Shot
2,502,0.16,0.17,0.204,2.495,265.0,0.011,20,375,36.0,0.035,595.0,12.1,2.0,2.0,647.7,6.0,26.8,2.73,32.1,61.9,330,2.2452830188679247,0.01,0.0339999999999999,2.291,2.335,0,Normal
2,503,0.16,0.17,0.198,2.519,264.0,0.011,20,375,36.0,0.035,595.0,12.1,2.0,2.0,647.5,6.0,26.8,2.74,32.1,62.1,331,2.253787878787879,0.01,0.0279999999999999,2.321,2.359,0,Normal
2,504,0.158,0.168,0.21,2.505,264.0,0.012,19,375,36.0,0.035,595.0,12.1,2.0,2.0,647.5,6.0,26.8,2.74,32.1,62.1,331,2.253787878787879,0.01,0.0419999999999999,2.295,2.347,1,Short_Shot
2,505,0.16,0.172,0.2,2.5,265.0,0.012,19,375,36.0,0.036,596.0,12.1,2.0,2.0,647.3,6.0,26.8,2.75,32.0,62.0,331,2.249056603773585,0.0119999999999999,0.028,2.3,2.34,0,Normal
2,506,0.156,0.168,0.204,2.521,264.0,0.011,19,375,36.0,0.036,595.0,12.1,2.0,2.0,646.6,6.0,26.8,2.73,32.0,62.1,331,2.253787878787879,0.012,0.0359999999999999,2.317,2.365,0,Normal
2,507,0.158,0.17,0.208,2.511,265.0,0.012,19,377,36.0,0.036,596.0,12.1,2.0,2.0,646.6,6.0,26.8,2.73,32.0,62.1,331,2.249056603773585,0.012,0.0379999999999999,2.303,2.353,1,Short_Shot
2,508,0.154,0.166,0.2,2.496,265.0,0.012,20,375,36.0,0.033,595.0,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.0,62.1,330,2.2452830188679247,0.012,0.034,2.296,2.342,1,Short_Shot
2,509,0.15,0.172,0.204,2.527,265.0,0.013,19,377,36.0,0.035,595.0,12.1,2.0,2.0,646.3,6.0,26.8,2.73,32.0,62.1,330,2.2452830188679247,0.0219999999999999,0.032,2.323,2.377,1,Short_Shot
2,510,0.153,0.173,0.2,2.508,264.0,0.012,19,377,36.0,0.036,595.0,12.1,2.0,2.0,645.6,6.0,26.8,2.74,32.0,62.0,331,2.253787878787879,0.0199999999999999,0.027,2.308,2.355,0,Normal
2,511,0.16,0.17,0.206,2.527,265.0,0.011,19,377,36.0,0.035,596.0,12.1,2.0,2.0,644.9,5.9,26.8,2.73,32.0,62.0,331,2.249056603773585,0.01,0.0359999999999999,2.321,2.367,1,Stain
2,512,0.158,0.165,0.197,2.527,265.0,0.012,19,377,36.0,0.036,596.0,12.1,2.0,2.0,644.9,5.9,26.8,2.73,32.0,62.0,331,2.249056603773585,0.007,0.032,2.33,2.369,0,Normal
2,513,0.157,0.178,0.2,2.498,265.0,0.012,21,379,36.0,0.035,596.0,12.1,2.0,2.0,644.2,5.8,26.8,2.74,32.0,62.0,331,2.249056603773585,0.0209999999999999,0.022,2.298,2.341,0,Normal
2,514,0.155,0.17,0.202,2.515,265.0,0.012,19,379,36.0,0.034,595.0,12.1,2.0,2.0,644.2,5.8,26.8,2.74,32.0,62.0,330,2.2452830188679247,0.015,0.032,2.313,2.3600000000000003,0,Normal
2,515,0.158,0.166,0.202,2.521,265.0,0.012,19,377,36.0,0.036,596.0,12.1,2.0,2.0,643.5,5.8,26.8,2.75,32.0,62.0,331,2.249056603773585,0.008,0.036,2.319,2.363,1,Short_Shot
2,516,0.152,0.172,0.194,2.509,265.0,0.012,19,375,35.9,0.042,596.0,12.1,2.0,2.0,643.3,5.9,26.8,2.74,32.0,62.1,331,2.249056603773585,0.0199999999999999,0.022,2.315,2.357,1,Stain
2,517,0.16,0.166,0.194,2.49,265.0,0.012,19,375,36.0,0.034,596.0,12.1,2.0,2.0,643.3,5.9,26.8,2.74,32.0,62.1,331,2.249056603773585,0.006,0.0279999999999999,2.2960000000000003,2.33,1,Short_Shot
2,518,0.156,0.17,0.196,2.498,265.0,0.012,20,375,35.9,0.036,596.0,12.1,2.0,2.0,643.2,5.9,26.8,2.74,32.0,62.2,331,2.249056603773585,0.014,0.0259999999999999,2.302,2.342,0,Normal
2,519,0.154,0.164,0.202,2.503,265.0,0.011,19,377,36.0,0.036,596.0,12.1,2.0,2.0,643.2,5.9,26.8,2.74,32.0,62.2,331,2.249056603773585,0.01,0.038,2.301,2.349,1,Stain
2,520,0.16,0.173,0.202,2.524,265.0,0.012,16,375,35.9,0.033,596.0,12.1,2.0,2.0,642.9,5.9,26.8,2.73,32.0,62.2,331,2.249056603773585,0.0129999999999999,0.029,2.322,2.364,0,Normal
2,521,0.144,0.166,0.198,2.515,265.0,0.011,19,375,35.9,0.033,596.0,12.1,2.0,2.0,642.7,6.0,26.8,2.75,32.0,62.1,331,2.249056603773585,0.022,0.032,2.317,2.371,1,Short_Shot
2,522,0.154,0.168,0.198,2.506,265.0,0.009,20,377,35.9,0.033,596.0,12.1,2.0,2.0,642.7,6.0,26.8,2.75,32.0,62.1,331,2.249056603773585,0.014,0.03,2.308,2.352,0,Normal
2,523,0.152,0.164,0.198,2.516,265.0,0.012,19,375,35.9,0.036,595.0,12.1,2.0,2.0,642.8,6.0,26.8,2.71,32.0,62.1,330,2.2452830188679247,0.012,0.034,2.318,2.364,0,Normal
2,524,0.16,0.162,0.194,2.494,265.0,0.012,19,377,35.9,0.033,595.0,12.1,2.0,2.0,642.8,6.0,26.8,2.71,32.0,62.1,330,2.2452830188679247,0.002,0.032,2.3000000000000003,2.334,1,Short_Shot
2,525,0.149,0.176,0.204,2.481,265.0,0.011,18,377,35.9,0.035,596.0,12.1,2.0,2.0,642.2,6.0,26.8,2.73,32.0,62.2,331,2.249056603773585,0.0269999999999999,0.0279999999999999,2.277,2.332,1,Short_Shot
2,526,0.153,0.167,0.2,2.517,265.0,0.012,19,377,35.9,0.033,595.0,12.1,2.0,2.0,639.8,6.0,26.8,2.75,32.0,62.2,330,2.2452830188679247,0.014,0.033,2.317,2.364,0,Normal
2,527,0.152,0.166,0.19100000000000006,2.503,265.0,0.012,20,377,35.9,0.034,596.0,12.1,2.0,2.0,639.8,6.0,26.8,2.75,32.0,62.2,331,2.249056603773585,0.014,0.0239999999999999,2.313,2.351,1,Stain
2,528,0.154,0.176,0.202,2.493,265.0,0.012,19,377,35.9,0.034,596.0,12.1,2.0,2.0,637.1,6.0,26.8,2.76,32.0,62.3,331,2.249056603773585,0.0219999999999999,0.026,2.291,2.339,1,Stain
2,529,0.156,0.164,0.2,2.518,265.0,0.012,19,377,35.9,0.036,596.0,12.1,2.0,2.0,637.1,6.0,26.8,2.76,32.0,62.3,331,2.249056603773585,0.008,0.036,2.318,2.362,1,Stain
2,530,0.148,0.174,0.198,2.516,265.0,0.012,19,377,35.9,0.034,595.0,12.1,2.0,2.0,635.6,6.1,26.8,2.75,32.0,62.4,330,2.2452830188679247,0.0259999999999999,0.024,2.318,2.368,1,Short_Shot
2,536,0.158,0.166,0.204,2.505,265.0,0.012,21,379,36.2,0.038,597.0,12.2,2.0,2.0,657.3,6.6,26.9,2.73,32.2,62.9,332,2.252830188679245,0.008,0.0379999999999999,2.301,2.347,0,Normal
2,537,0.16,0.172,0.198,2.514,265.0,0.011,19,381,36.1,0.035,596.0,12.2,2.0,2.0,657.9,6.5,26.9,2.76,32.3,62.8,331,2.249056603773585,0.0119999999999999,0.026,2.316,2.354,0,Normal
2,538,0.155,0.166,0.204,2.504,265.0,0.012,20,382,36.2,0.035,596.0,12.2,2.0,2.0,657.9,6.5,26.9,2.76,32.3,62.8,331,2.249056603773585,0.011,0.0379999999999999,2.3,2.349,1,Short_Shot
2,539,0.154,0.174,0.194,2.512,265.0,0.012,21,386,36.1,0.036,595.0,12.2,2.0,2.0,658.4,6.5,26.9,2.75,32.3,62.8,330,2.2452830188679247,0.0199999999999999,0.02,2.318,2.358,0,Normal
2,540,0.158,0.164,0.202,2.514,265.0,0.011,20,388,36.1,0.035,595.0,12.2,2.0,2.0,659.4,6.5,26.9,2.74,32.3,62.7,330,2.2452830188679247,0.006,0.038,2.312,2.356,0,Normal
2,541,0.16,0.164,0.206,2.512,265.0,0.012,20,379,36.2,0.036,596.0,12.2,2.0,2.0,659.4,6.5,26.9,2.74,32.3,62.7,331,2.249056603773585,0.004,0.0419999999999999,2.306,2.352,1,Short_Shot
2,542,0.156,0.17,0.208,2.515,265.0,0.011,20,370,36.1,0.036,595.0,12.2,2.0,2.0,659.9,6.5,26.9,2.77,32.3,62.8,330,2.2452830188679247,0.014,0.0379999999999999,2.307,2.359,0,Normal
2,543,0.148,0.174,0.21,2.516,265.0,0.012,19,361,36.1,0.035,596.0,12.2,2.0,2.0,659.9,6.5,26.9,2.77,32.3,62.8,331,2.249056603773585,0.0259999999999999,0.036,2.306,2.368,0,Normal
2,544,0.158,0.164,0.206,2.503,265.0,0.012,19,350,36.1,0.035,596.0,12.2,2.0,2.0,660.8,6.5,26.9,2.76,32.3,63.0,331,2.249056603773585,0.006,0.0419999999999999,2.297,2.345,1,Stain
2,545,0.146,0.168,0.208,2.508,265.0,0.012,19,350,36.1,0.035,596.0,12.2,2.0,2.0,661.3,6.5,26.9,2.74,32.3,63.3,331,2.249056603773585,0.022,0.0399999999999999,2.3,2.362,1,Stain
2,546,0.16,0.17,0.204,2.51,265.0,0.012,19,352,36.1,0.036,596.0,12.1,2.0,2.0,661.3,6.5,26.9,2.74,32.3,63.3,331,2.249056603773585,0.01,0.0339999999999999,2.306,2.35,1,Stain
2,547,0.148,0.168,0.204,2.529,265.0,0.012,19,352,36.0,0.035,595.0,12.1,2.0,2.0,662.0,6.4,26.9,2.75,32.3,63.6,330,2.2452830188679247,0.02,0.0359999999999999,2.325,2.381,1,Stain
2,548,0.148,0.164,0.203,2.512,265.0,0.012,18,354,36.1,0.036,595.0,12.1,2.0,2.0,662.0,6.4,26.9,2.75,32.3,63.6,330,2.2452830188679247,0.016,0.039,2.309,2.364,1,Stain
2,549,0.16,0.176,0.204,2.518,265.0,0.009,19,355,36.0,0.033,595.0,12.1,2.0,2.0,662.2,6.3,26.9,2.74,32.3,63.7,330,2.2452830188679247,0.0159999999999999,0.0279999999999999,2.314,2.358,1,Stain
2,550,0.146,0.166,0.21,2.513,265.0,0.012,19,357,36.1,0.036,596.0,12.1,2.0,2.0,662.5,6.2,27.0,2.75,32.3,63.9,331,2.249056603773585,0.02,0.0439999999999999,2.303,2.367,1,Stain
2,551,0.152,0.172,0.198,2.507,265.0,0.012,19,357,36.1,0.035,595.0,12.1,2.0,2.0,662.5,6.2,27.0,2.75,32.3,63.9,330,2.2452830188679247,0.0199999999999999,0.026,2.309,2.355,1,Stain
2,552,0.158,0.174,0.203,2.489,265.0,0.011,19,359,36.1,0.036,596.0,12.1,2.0,2.0,662.3,6.2,27.0,2.75,32.3,64.2,331,2.249056603773585,0.0159999999999999,0.029,2.286,2.331,1,Stain
2,553,0.152,0.172,0.206,2.48,265.0,0.011,19,361,36.0,0.035,596.0,12.1,2.0,2.0,662.3,6.2,27.0,2.75,32.3,64.2,331,2.249056603773585,0.0199999999999999,0.034,2.274,2.328,1,Stain
2,554,0.162,0.168,0.203,2.521,265.0,0.012,17,359,36.0,0.041,596.0,12.1,2.0,2.0,661.8,6.2,27.0,2.71,32.3,64.6,331,2.249056603773585,0.006,0.035,2.318,2.359,1,Stain
2,555,0.162,0.17,0.2,2.517,265.0,0.012,19,359,36.0,0.033,596.0,12.1,2.0,2.0,661.4,6.1,27.0,2.74,32.3,64.9,331,2.249056603773585,0.008,0.03,2.317,2.355,1,Stain
2,556,0.156,0.168,0.198,2.522,265.0,0.012,19,361,35.9,0.036,597.0,12.1,2.0,2.0,661.4,6.1,27.0,2.74,32.3,64.9,332,2.252830188679245,0.012,0.03,2.324,2.366,0,Normal
2,557,0.155,0.172,0.19100000000000006,2.522,265.0,0.012,18,363,35.9,0.034,596.0,12.1,2.0,2.0,660.8,6.0,27.0,2.72,32.2,65.2,331,2.249056603773585,0.0169999999999999,0.018,2.332,2.367,1,Short_Shot
2,558,0.16,0.171,0.2,2.511,265.0,0.012,19,364,35.9,0.036,596.0,12.1,2.0,2.0,660.8,6.0,27.0,2.72,32.2,65.2,331,2.249056603773585,0.011,0.0289999999999999,2.311,2.351,1,Short_Shot
2,559,0.16,0.171,0.2,2.511,265.0,0.012,19,364,35.9,0.036,596.0,12.1,2.0,2.0,660.3,6.0,27.0,2.75,32.2,65.5,331,2.249056603773585,0.011,0.0289999999999999,2.311,2.351,0,Normal
2,560,0.158,0.166,0.202,2.498,264.0,0.01,19,368,36.0,0.036,595.0,12.1,2.0,2.0,659.8,5.9,27.0,2.72,32.2,65.8,331,2.253787878787879,0.008,0.036,2.2960000000000003,2.3400000000000003,0,Normal
2,561,0.158,0.174,0.198,2.53,265.0,0.012,19,366,36.0,0.036,596.0,12.1,2.0,2.0,659.8,5.9,27.0,2.72,32.2,65.8,331,2.249056603773585,0.0159999999999999,0.024,2.332,2.372,1,Stain
2,562,0.149,0.164,0.208,2.515,264.0,0.011,19,366,36.0,0.033,595.0,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,66.2,331,2.253787878787879,0.015,0.0439999999999999,2.307,2.366,1,Stain
2,563,0.16,0.164,0.196,2.518,265.0,0.012,19,366,36.0,0.034,595.0,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,66.2,330,2.2452830188679247,0.004,0.032,2.322,2.358,0,Normal
2,564,0.16,0.164,0.196,2.518,265.0,0.012,19,366,36.0,0.034,595.0,12.1,2.0,2.0,659.5,5.8,27.0,2.74,32.2,66.9,330,2.2452830188679247,0.004,0.032,2.322,2.358,0,Normal
2,565,0.146,0.17,0.202,2.521,265.0,0.01,18,370,36.0,0.036,597.0,12.1,2.0,2.0,659.6,5.8,27.0,2.73,32.2,67.3,332,2.252830188679245,0.024,0.032,2.319,2.375,0,Normal
